Volatility 3 Framework 2.21.0

Offset	Name
0x850bb624cb00	\Windows\SysWOW64\mfmp4srcsnk.dll
0x850bb624cc90	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pl\stringutiltest2.strings.json
0x850bb624ce20	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pa-IN\olk-web-support.strings.json
0x850bb624d140	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pa-IN\olk-updateCheck.strings.json
0x850bb624d2d0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pa-IN\OutlookProduct.strings.json
0x850bb624d460	\Windows\SysWOW64\actxprxy.dll
0x850bb624d5f0	\Windows\SysWOW64\MrmCoreR.dll
0x850bb624d780	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pl\olk-main.strings.json
0x850bb624d910	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pa-IN\stringutiltest.strings.json
0x850bb624daa0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pl\olk-startupShutdown.strings.json
0x850bb624dc30	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pl\olk-updateCheck.strings.json
0x850bb624ddc0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pl\olk-web-support.strings.json
0x850bb624e0e0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pa-IN\olk-startupShutdown.strings.json
0x850bb624e270	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pa-IN\OneAuth.strings.json
0x850bb624e400	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pl\stringutiltest.strings.json
0x850bb624e590	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt-PT\olk-main.strings.json
0x850bb624e720	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pa-IN\stringutiltest2.strings.json
0x850bb624e8b0	\Windows\SysWOW64\MMDevAPI.dll
0x850bb624ea40	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pl\OutlookProduct.strings.json
0x850bb624ebd0	\Windows\SysWOW64\msftedit.dll
0x850bb624ed60	\Windows\SysWOW64\AudioSes.dll
0x850bb624eef0	\Windows\System32\wscinterop.dll
0x850bb624f080	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pl\olk-commandline.strings.json
0x850bb624f210	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt-PT\olk-startupShutdown.strings.json
0x850bb624f3a0	\Windows\SysWOW64\drvstore.dll
0x850bb624f530	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pl\OneAuth.strings.json
0x850bb624f6c0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt-PT\olk-commandline.strings.json
0x850bb624f850	\Windows\SysWOW64\FirewallAPI.dll
0x850bb624f9e0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploca\stringutiltest.strings.json
0x850bb624fb70	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploca\stringutiltest2.strings.json
0x850bb624fd00	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
0x850bb624fe90	\Windows\SysWOW64\PhotoMetadataHandler.dll
0x850bb62501b0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt\olk-commandline.strings.json
0x850bb6250340	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt\OutlookProduct.strings.json
0x850bb62504d0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploca\olk-commandline.strings.json
0x850bb6250660	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt-PT\OneAuth.strings.json
0x850bb62507f0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt-PT\OutlookProduct.strings.json
0x850bb6250980	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt\olk-main.strings.json
0x850bb6250b10	\Windows\SysWOW64\MFMediaEngine.dll
0x850bb6250ca0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt\olk-startupShutdown.strings.json
0x850bb6250e30	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt\olk-updateCheck.strings.json
0x850bb6251150	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt-PT\stringutiltest.strings.json
0x850bb62512e0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt\stringutiltest2.strings.json
0x850bb6251470	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploca\olk-main.strings.json
0x850bb6251600	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploca\olk-startupShutdown.strings.json
0x850bb6251790	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt\olk-web-support.strings.json
0x850bb6251920	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt\stringutiltest.strings.json
0x850bb6251ab0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt-PT\stringutiltest2.strings.json
0x850bb6251c40	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploca\olk-updateCheck.strings.json
0x850bb6251dd0	\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe
0x850bb62520f0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploca\olk-web-support.strings.json
0x850bb6252280	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt-PT\olk-web-support.strings.json
0x850bb6252410	\$Directory
0x850bb62525a0	\Windows\System32\XamlTileRender.dll
0x850bb6252730	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\pt\OneAuth.strings.json
0x850bb62528c0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploca\OneAuth.strings.json
0x850bb6252a50	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploca\OutlookProduct.strings.json
0x850bb6252be0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploc\olk-commandline.strings.json
0x850bb6252d70	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\quz-PE\olk-updateCheck.strings.json
0x850bb6253090	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-plocm\stringutiltest.strings.json
0x850bb6253220	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploc\olk-updateCheck.strings.json
0x850bb62533b0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-plocm\olk-updateCheck.strings.json
0x850bb6253540	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploc\olk-startupShutdown.strings.json
0x850bb62536d0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploc\olk-web-support.strings.json
0x850bb6253860	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploc\olk-main.strings.json
0x850bb62539f0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploc\OneAuth.strings.json
0x850bb6253b80	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploc\stringutiltest.strings.json
0x850bb6253d10	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-plocm\olk-web-support.strings.json
0x850bb6253ea0	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\Windows.UI.ActionCenter.dll
0x850bb62541c0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-plocm\OutlookProduct.strings.json
0x850bb6254350	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApi.CppWinrt.dll
0x850bb62544e0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\olknh.dll
0x850bb6254670	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-plocm\olk-startupShutdown.strings.json
0x850bb6254800	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ClockFlyoutExperience.dll
0x850bb6254990	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\quz-PE\OneAuth.strings.json
0x850bb6254b20	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\BatteryFlyoutExperience.dll
0x850bb6254cb0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploc\stringutiltest2.strings.json
0x850bb6254e40	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\quz-PE\olk-commandline.strings.json
0x850bb6255160	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-plocm\OneAuth.strings.json
0x850bb62552f0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\quz-PE\olk-main.strings.json
0x850bb6255480	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-plocm\olk-main.strings.json
0x850bb6255610	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-plocm\stringutiltest2.strings.json
0x850bb62557a0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-plocm\olk-commandline.strings.json
0x850bb6255930	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\quz-PE\olk-startupShutdown.strings.json
0x850bb6255ac0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\quz-PE\olk-web-support.strings.json
0x850bb6255c50	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\qps-ploc\OutlookProduct.strings.json
0x850bb6255de0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ro\stringutiltest.strings.json
0x850bb6256100	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ro\olk-main.strings.json
0x850bb6256290	\Windows\SysWOW64\wdigest.dll
0x850bb6256420	\Windows\SysWOW64\Windows.Media.dll
0x850bb62565b0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ru\OneAuth.strings.json
0x850bb6256740	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ru\olk-commandline.strings.json
0x850bb62568d0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ru\OutlookProduct.strings.json
0x850bb6256a60	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ro\OutlookProduct.strings.json
0x850bb6256bf0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ru\stringutiltest2.strings.json
0x850bb6256d80	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sk\olk-commandline.strings.json
0x850bb62570a0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\quz-PE\OutlookProduct.strings.json
0x850bb6257230	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ro\olk-updateCheck.strings.json
0x850bb62573c0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ro\olk-web-support.strings.json
0x850bb6257550	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ru\stringutiltest.strings.json
0x850bb62576e0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ru\olk-updateCheck.strings.json
0x850bb6257870	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ru\olk-startupShutdown.strings.json
0x850bb6257a00	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sk\olk-main.strings.json
0x850bb6257b90	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sk\olk-startupShutdown.strings.json
0x850bb6257d20	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sk\olk-updateCheck.strings.json
0x850bb6257eb0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ru\olk-main.strings.json
0x850bb62581d0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ro\olk-commandline.strings.json
0x850bb6258360	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ro\OneAuth.strings.json
0x850bb62584f0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\olkPushNotificationBackgroundTask.exe
0x850bb6258680	\Windows\SysWOW64\winmmbase.dll
0x850bb6258810	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ru\olk-web-support.strings.json
0x850bb62589a0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ro\olk-startupShutdown.strings.json
0x850bb6258b30	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\quz-PE\stringutiltest2.strings.json
0x850bb6258cc0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\quz-PE\stringutiltest.strings.json
0x850bb6258e50	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ro\stringutiltest2.strings.json
0x850bb6259170	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sq\OneAuth.strings.json
0x850bb6259300	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sq\olk-main.strings.json
0x850bb6259490	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl-BA\olk-startupShutdown.strings.json
0x850bb6259620	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sq\olk-updateCheck.strings.json
0x850bb62597b0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sl\olk-commandline.strings.json
0x850bb6259940	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl-BA\olk-updateCheck.strings.json
0x850bb6259ad0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl-BA\olk-web-support.strings.json
0x850bb6259c60	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sk\olk-web-support.strings.json
0x850bb6259df0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sk\OneAuth.strings.json
0x850bb625a110	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sk\OutlookProduct.strings.json
0x850bb625a2a0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sk\stringutiltest.strings.json
0x850bb625a430	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sl\olk-main.strings.json
0x850bb625a5c0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sl\OneAuth.strings.json
0x850bb625a750	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sl\OutlookProduct.strings.json
0x850bb625a8e0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sl\stringutiltest2.strings.json
0x850bb625aa70	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sq\OutlookProduct.strings.json
0x850bb625ac00	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sq\stringutiltest.strings.json
0x850bb625ad90	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sl\stringutiltest.strings.json
0x850bb625b0b0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sl\olk-startupShutdown.strings.json
0x850bb625b240	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sk\stringutiltest2.strings.json
0x850bb625b3d0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sl\olk-updateCheck.strings.json
0x850bb625b560	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sq\olk-commandline.strings.json
0x850bb625b6f0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sq\stringutiltest2.strings.json
0x850bb625b880	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sq\olk-startupShutdown.strings.json
0x850bb625ba10	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl-BA\olk-commandline.strings.json
0x850bb625bba0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sq\olk-web-support.strings.json
0x850bb625bd30	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sl\olk-web-support.strings.json
0x850bb625bec0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl-BA\olk-main.strings.json
0x850bb625c1e0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl\olk-startupShutdown.strings.json
0x850bb625c370	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl\OneAuth.strings.json
0x850bb625c500	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr\olk-startupShutdown.strings.json
0x850bb625c690	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr\olk-updateCheck.strings.json
0x850bb625c820	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr\olk-web-support.strings.json
0x850bb625c9b0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr\olk-main.strings.json
0x850bb625cb40	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl\olk-main.strings.json
0x850bb625ccd0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl\olk-updateCheck.strings.json
0x850bb625ce60	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl\olk-web-support.strings.json
0x850bb625d180	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl\stringutiltest2.strings.json
0x850bb625d310	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl-BA\stringutiltest2.strings.json
0x850bb625d4a0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr\stringutiltest.strings.json
0x850bb625d630	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr\stringutiltest2.strings.json
0x850bb625d7c0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sv\olk-commandline.strings.json
0x850bb625d950	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl\stringutiltest.strings.json
0x850bb625dae0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sv\olk-main.strings.json
0x850bb625dc70	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl-BA\stringutiltest.strings.json
0x850bb625de00	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sv\olk-updateCheck.strings.json
0x850bb625e120	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl-BA\OneAuth.strings.json
0x850bb625e2b0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl\OutlookProduct.strings.json
0x850bb625e440	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr\olk-commandline.strings.json
0x850bb625e5d0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr\OneAuth.strings.json
0x850bb625e760	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr\OutlookProduct.strings.json
0x850bb625e8f0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sv\olk-startupShutdown.strings.json
0x850bb625ea80	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sv\olk-web-support.strings.json
0x850bb625ec10	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sv\OneAuth.strings.json
0x850bb625eda0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sv\OutlookProduct.strings.json
0x850bb625f0c0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl-BA\OutlookProduct.strings.json
0x850bb625f250	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sr-Cyrl\olk-commandline.strings.json
0x850bb625f3e0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ta\olk-commandline.strings.json
0x850bb625f570	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\te\olk-main.strings.json
0x850bb625f700	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\te\olk-web-support.strings.json
0x850bb625f890	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ta\OutlookProduct.strings.json
0x850bb625fa20	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\sv\stringutiltest.strings.json
0x850bb625fbb0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\ta\olk-web-support.strings.json
0x850bb625fd40	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\te\OneAuth.strings.json
0x850bb625fed0	\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2025.109.0_x64__8wekyb3d8bbwe\locales\te\OutlookProduct.strings.json
